species,yeast_ortholog,domain_arch_conservation
N_apis,P22855,Ortholog not conserved
N_apis,P22936,Conserved domain architecture
N_apis,P23179,Ortholog not conserved
N_apis,P23201,Lost domain(s)
N_apis,P23503,Conserved domain architecture
N_apis,P23542,Ortholog not conserved
N_apis,P23615,Lost domain(s)
N_apis,P23644,Ortholog not conserved
N_apis,P23724,Conserved domain architecture
N_apis,P23748,Ortholog not conserved
N_apis,P23797,Ortholog not conserved
N_apis,P24309,Ortholog not conserved
N_apis,P24482,Ortholog not conserved
N_apis,P24521,Ortholog not conserved
N_apis,P25038,Ortholog not conserved
N_apis,P25040,Ortholog not conserved
N_apis,P25042,Ortholog not conserved
N_apis,P25043,Lost domain(s)
N_apis,P25270,Ortholog not conserved
N_apis,P25293,Ortholog not conserved
N_apis,P25298,Lost domain(s)
N_apis,P25332,Ortholog not conserved
N_apis,P25337,Conserved domain architecture
N_apis,P25338,Ortholog not conserved
N_apis,P25355,Ortholog not conserved
N_apis,P25356,Ortholog not conserved
N_apis,P25357,Ortholog not conserved
N_apis,P25368,Ortholog not conserved
N_apis,P25374,Conserved domain architecture
N_apis,P25385,Ortholog not conserved
N_apis,P25386,Ortholog not conserved
N_apis,P25441,Ortholog not conserved
N_apis,P25443,Conserved domain architecture
N_apis,P25451,Ortholog not conserved
N_apis,P25559,Ortholog not conserved
N_apis,P25560,Conserved domain architecture
N_apis,P25566,Ortholog not conserved
N_apis,P25567,Ortholog not conserved
N_apis,P25568,Ortholog not conserved
N_apis,P25569,Ortholog not conserved
N_apis,P25574,Ortholog not conserved
N_apis,P25578,Conserved domain architecture
N_apis,P25580,Ortholog not conserved
N_apis,P25586,Conserved domain architecture
N_apis,P25604,Ortholog not conserved
N_apis,P25615,Ortholog not conserved
N_apis,P25625,Lost domain(s)
N_apis,P25626,Ortholog not conserved
N_apis,P25627,Lost domain(s)
N_apis,P25641,Lost domain(s)
N_apis,P25644,Ortholog not conserved
N_apis,P25654,Ortholog not conserved
N_apis,P25655,Ortholog not conserved
N_apis,P26188,Ortholog not conserved
N_apis,P26321,Conserved domain architecture
N_apis,P26637,Lost domain(s)
N_apis,P26754,Lost domain(s)
N_apis,P26783,Conserved domain architecture
N_apis,P27637,Ortholog not conserved
N_apis,P27680,Ortholog not conserved
N_apis,P27692,Ortholog not conserved
N_apis,P27697,Ortholog not conserved
N_apis,P27801,Ortholog not conserved
N_apis,P27825,Ortholog not conserved
N_apis,P27929,Ortholog not conserved
N_apis,P27999,Lost domain(s)
N_apis,P28004,Ortholog not conserved
N_apis,P28005,Ortholog not conserved
N_apis,P28007,Conserved domain architecture
N_apis,P28320,Conserved domain architecture
N_apis,P28321,Ortholog not conserved
N_apis,P28495,Ortholog not conserved
N_apis,P28519,Conserved domain architecture
N_apis,P28625,Ortholog not conserved
N_apis,P28707,Ortholog not conserved
N_apis,P28778,Ortholog not conserved
N_apis,P28789,Ortholog not conserved
N_apis,P28795,Ortholog not conserved
N_apis,P28817,Ortholog not conserved
N_apis,P29029,Ortholog not conserved
N_apis,P29055,Conserved domain architecture
N_apis,P29056,Lost domain(s)
N_apis,P29468,Conserved domain architecture
N_apis,P29478,Conserved domain architecture
N_apis,P29539,Ortholog not conserved
N_apis,P29704,Ortholog not conserved
N_apis,P29952,Ortholog not conserved
N_apis,P30620,Conserved domain architecture
N_apis,P30656,Ortholog not conserved
N_apis,P30657,Conserved domain architecture
N_apis,P30775,Ortholog not conserved
N_apis,P30777,Ortholog not conserved
N_apis,P30822,Ortholog not conserved
N_apis,P30902,Ortholog not conserved
N_apis,P31115,Ortholog not conserved
N_apis,P31116,Ortholog not conserved
N_apis,P31334,Ortholog not conserved
N_apis,P31381,Ortholog not conserved
N_apis,P31383,Ortholog not conserved
N_apis,P31412,Conserved domain architecture
N_apis,P32074,Lost domain(s)
N_apis,P32179,Ortholog not conserved
N_apis,P32190,Ortholog not conserved
N_apis,P32191,Conserved domain architecture
N_apis,P32263,Ortholog not conserved
N_apis,P32317,Ortholog not conserved
N_apis,P32325,Lost domain(s)
N_apis,P32337,Ortholog not conserved
N_apis,P32339,Ortholog not conserved
N_apis,P32341,Ortholog not conserved
N_apis,P32347,Ortholog not conserved
N_apis,P32349,Lost domain(s)
N_apis,P32354,Ortholog not conserved
N_apis,P32357,Ortholog not conserved
N_apis,P32363,Ortholog not conserved
N_apis,P32366,Ortholog not conserved
N_apis,P32367,Ortholog not conserved
N_apis,P32377,Conserved domain architecture
N_apis,P32378,Ortholog not conserved
N_apis,P32387,Ortholog not conserved
N_apis,P32432,Ortholog not conserved
N_apis,P32447,Conserved domain architecture
N_apis,P32463,Ortholog not conserved
N_apis,P32464,Ortholog not conserved
N_apis,P32469,Conserved domain architecture
N_apis,P32471,Ortholog not conserved
N_apis,P32473,Conserved domain architecture
N_apis,P32477,Ortholog not conserved
N_apis,P32481,Conserved domain architecture
N_apis,P32494,Ortholog not conserved
N_apis,P32496,Ortholog not conserved
N_apis,P32497,Ortholog not conserved
N_apis,P32501,Lost domain(s)
N_apis,P32502,Ortholog not conserved
N_apis,P32505,Ortholog not conserved
N_apis,P32524,Ortholog not conserved
N_apis,P32527,Lost domain(s)
N_apis,P32558,Lost domain(s)
N_apis,P32559,Ortholog not conserved
N_apis,P32565,Lost domain(s)
N_apis,P32567,Conserved domain architecture
N_apis,P32579,Conserved domain architecture
N_apis,P32580,Ortholog not conserved
N_apis,P32583,Ortholog not conserved
N_apis,P32584,Ortholog not conserved
N_apis,P32599,Ortholog not conserved
N_apis,P32602,Ortholog not conserved
N_apis,P32606,Ortholog not conserved
N_apis,P32609,Ortholog not conserved
N_apis,P32610,Conserved domain architecture
N_apis,P32611,Ortholog not conserved
N_apis,P32617,Ortholog not conserved
N_apis,P32628,Ortholog not conserved
N_apis,P32641,Ortholog not conserved
N_apis,P32656,Ortholog not conserved
N_apis,P32771,Ortholog not conserved
N_apis,P32773,Conserved domain architecture
N_apis,P32774,Ortholog not conserved
N_apis,P32775,Ortholog not conserved
N_apis,P32776,Ortholog not conserved
N_apis,P32783,Conserved domain architecture
N_apis,P32785,Ortholog not conserved
N_apis,P32787,Ortholog not conserved
N_apis,P32799,Ortholog not conserved
N_apis,P32807,Ortholog not conserved
N_apis,P32829,Ortholog not conserved
N_apis,P32831,Ortholog not conserved
N_apis,P32833,Lost domain(s)
N_apis,P32839,Ortholog not conserved
N_apis,P32844,Ortholog not conserved
N_apis,P32855,Ortholog not conserved
N_apis,P32860,Ortholog not conserved
N_apis,P32875,Ortholog not conserved
N_apis,P32896,Ortholog not conserved
N_apis,P32897,Ortholog not conserved
N_apis,P32899,Lost domain(s)
N_apis,P32901,Conserved domain architecture
N_apis,P32902,Ortholog not conserved
N_apis,P32904,Ortholog not conserved
N_apis,P32906,Ortholog not conserved
N_apis,P32910,Conserved domain architecture
N_apis,P32911,Lost domain(s)
N_apis,P32912,Ortholog not conserved
N_apis,P32914,Conserved domain architecture
N_apis,P32916,Lost domain(s)
N_apis,P33201,Ortholog not conserved
N_apis,P33202,Ortholog not conserved
N_apis,P33203,Lost domain(s)
N_apis,P33204,Ortholog not conserved
N_apis,P33296,Ortholog not conserved
N_apis,P33307,Ortholog not conserved
N_apis,P33317,Conserved domain architecture
N_apis,P33322,Conserved domain architecture
N_apis,P33327,Ortholog not conserved
N_apis,P33330,Ortholog not conserved
N_apis,P33331,Ortholog not conserved
N_apis,P33334,Ortholog not conserved
N_apis,P33338,Ortholog not conserved
N_apis,P33339,Ortholog not conserved
N_apis,P33411,Ortholog not conserved
N_apis,P33412,Conserved domain architecture
N_apis,P33418,Ortholog not conserved
N_apis,P33750,Lost domain(s)
N_apis,P33753,Ortholog not conserved
N_apis,P33754,Ortholog not conserved
N_apis,P33755,Conserved domain architecture
N_apis,P33759,Ortholog not conserved
N_apis,P33767,Ortholog not conserved
N_apis,P33892,Ortholog not conserved
N_apis,P33893,Ortholog not conserved
N_apis,P34077,Ortholog not conserved
N_apis,P34078,Ortholog not conserved
N_apis,P34087,Conserved domain architecture
N_apis,P34160,Ortholog not conserved
N_apis,P34167,Ortholog not conserved
N_apis,P34217,Ortholog not conserved
N_apis,P34220,Gained/swapped domain(s)
N_apis,P34222,Ortholog not conserved
N_apis,P34223,Ortholog not conserved
N_apis,P34227,Ortholog not conserved
N_apis,P34240,Ortholog not conserved
N_apis,P34241,Ortholog not conserved
N_apis,P34247,Ortholog not conserved
N_apis,P34248,Ortholog not conserved
N_apis,P34253,Ortholog not conserved
N_apis,P34756,Ortholog not conserved
N_apis,P34909,Lost domain(s)
N_apis,P35127,Ortholog not conserved
N_apis,P35178,Ortholog not conserved
N_apis,P35179,Ortholog not conserved
N_apis,P35180,Ortholog not conserved
N_apis,P35184,Ortholog not conserved
N_apis,P35187,Ortholog not conserved
N_apis,P35194,Ortholog not conserved
N_apis,P35195,Ortholog not conserved
N_apis,P35201,Ortholog not conserved
N_apis,P35202,Ortholog not conserved
N_apis,P35688,Ortholog not conserved
N_apis,P35691,Ortholog not conserved
N_apis,P35718,Lost domain(s)
N_apis,P35728,Gained/swapped domain(s)
N_apis,P35729,Ortholog not conserved
N_apis,P36010,Conserved domain architecture
N_apis,P36015,Lost domain(s)
N_apis,P36016,Ortholog not conserved
N_apis,P36022,Lost domain(s)
N_apis,P36037,Ortholog not conserved
N_apis,P36039,Ortholog not conserved
N_apis,P36046,Ortholog not conserved
N_apis,P36049,Ortholog not conserved
N_apis,P36051,Ortholog not conserved
N_apis,P36053,Conserved domain architecture
N_apis,P36056,Ortholog not conserved
N_apis,P36059,Conserved domain architecture
N_apis,P36070,Ortholog not conserved
N_apis,P36075,Ortholog not conserved
N_apis,P36078,Ortholog not conserved
N_apis,P36080,Ortholog not conserved
N_apis,P36084,Conserved domain architecture
N_apis,P36086,Ortholog not conserved
N_apis,P36095,Ortholog not conserved
N_apis,P36097,Ortholog not conserved
N_apis,P36100,Lost domain(s)
N_apis,P36102,Ortholog not conserved
N_apis,P36104,Ortholog not conserved
N_apis,P36108,Ortholog not conserved
N_apis,P36112,Ortholog not conserved
N_apis,P36113,Ortholog not conserved
N_apis,P36119,Ortholog not conserved
N_apis,P36121,Ortholog not conserved
N_apis,P36126,Lost domain(s)
N_apis,P36137,Ortholog not conserved
N_apis,P36145,Lost domain(s)
N_apis,P36146,Ortholog not conserved
N_apis,P36147,Ortholog not conserved
N_apis,P36149,Ortholog not conserved
N_apis,P36152,Lost domain(s)
N_apis,P36154,Ortholog not conserved
N_apis,P36159,Ortholog not conserved
N_apis,P36160,Lost domain(s)
N_apis,P36163,Ortholog not conserved
N_apis,P36164,Ortholog not conserved
N_apis,P36421,Ortholog not conserved
N_apis,P36516,Ortholog not conserved
N_apis,P36520,Ortholog not conserved
N_apis,P36523,Ortholog not conserved
N_apis,P36525,Ortholog not conserved
N_apis,P36527,Ortholog not conserved
N_apis,P36528,Ortholog not conserved
N_apis,P36531,Ortholog not conserved
N_apis,P36532,Ortholog not conserved
N_apis,P36775,Ortholog not conserved
N_apis,P37020,Ortholog not conserved
N_apis,P37263,Ortholog not conserved
N_apis,P37303,Ortholog not conserved
N_apis,P37366,Ortholog not conserved
N_apis,P37370,Ortholog not conserved
N_apis,P38061,Conserved domain architecture
N_apis,P38071,Ortholog not conserved
N_apis,P38074,Ortholog not conserved
N_apis,P38077,Ortholog not conserved
N_apis,P38120,Ortholog not conserved
N_apis,P38121,Lost domain(s)
N_apis,P38126,Ortholog not conserved
N_apis,P38138,Ortholog not conserved
N_apis,P38139,Ortholog not conserved
N_apis,P38166,Conserved domain architecture
N_apis,P38169,Ortholog not conserved
N_apis,P38170,Ortholog not conserved
N_apis,P38179,Ortholog not conserved
N_apis,P38182,Ortholog not conserved
N_apis,P38191,Ortholog not conserved
N_apis,P38197,Ortholog not conserved
N_apis,P38198,Ortholog not conserved
N_apis,P38206,Ortholog not conserved
N_apis,P38207,Ortholog not conserved
N_apis,P38211,Ortholog not conserved
N_apis,P38213,Ortholog not conserved
N_apis,P38217,Ortholog not conserved
N_apis,P38221,Conserved domain architecture
N_apis,P38230,Ortholog not conserved
N_apis,P38237,Lost domain(s)
N_apis,P38241,Ortholog not conserved
N_apis,P38242,Ortholog not conserved
N_apis,P38249,Ortholog not conserved
N_apis,P38250,Ortholog not conserved
N_apis,P38251,Ortholog not conserved
N_apis,P38257,Ortholog not conserved
N_apis,P38261,Ortholog not conserved
N_apis,P38264,Ortholog not conserved
N_apis,P38274,Ortholog not conserved
N_apis,P38281,Ortholog not conserved
N_apis,P38283,Ortholog not conserved
N_apis,P38293,Ortholog not conserved
N_apis,P38297,Ortholog not conserved
N_apis,P38301,Ortholog not conserved
N_apis,P38316,Ortholog not conserved
N_apis,P38319,Ortholog not conserved
N_apis,P38323,Ortholog not conserved
N_apis,P38328,Ortholog not conserved
N_apis,P38329,Ortholog not conserved
N_apis,P38332,Conserved domain architecture
N_apis,P38333,Ortholog not conserved
N_apis,P38334,Conserved domain architecture
N_apis,P38336,Lost domain(s)
N_apis,P38340,Ortholog not conserved
N_apis,P38342,Ortholog not conserved
N_apis,P38345,Ortholog not conserved
N_apis,P38351,Ortholog not conserved
N_apis,P38356,Ortholog not conserved
N_apis,P38361,Ortholog not conserved
N_apis,P38430,Ortholog not conserved
N_apis,P38431,Ortholog not conserved
N_apis,P38439,Ortholog not conserved
N_apis,P38523,Ortholog not conserved
N_apis,P38624,Ortholog not conserved
N_apis,P38628,Gained/swapped domain(s)
N_apis,P38630,Ortholog not conserved
N_apis,P38632,Ortholog not conserved
N_apis,P38633,Ortholog not conserved
N_apis,P38687,Ortholog not conserved
N_apis,P38688,Ortholog not conserved
N_apis,P38698,Ortholog not conserved
N_apis,P38701,Lost domain(s)
N_apis,P38705,Ortholog not conserved
N_apis,P38708,Gained/swapped domain(s)
N_apis,P38736,Ortholog not conserved
N_apis,P38737,Ortholog not conserved
N_apis,P38740,Ortholog not conserved
N_apis,P38741,Ortholog not conserved
N_apis,P38744,Ortholog not conserved
N_apis,P38747,Ortholog not conserved
N_apis,P38748,Ortholog not conserved
N_apis,P38750,Ortholog not conserved
N_apis,P38759,Ortholog not conserved
N_apis,P38764,Ortholog not conserved
N_apis,P38768,Ortholog not conserved
N_apis,P38771,Ortholog not conserved
N_apis,P38772,Ortholog not conserved
N_apis,P38782,Conserved domain architecture
N_apis,P38783,Ortholog not conserved
N_apis,P38786,Conserved domain architecture
N_apis,P38791,Conserved domain architecture
N_apis,P38792,Conserved domain architecture
N_apis,P38793,Conserved domain architecture
N_apis,P38795,Ortholog not conserved
N_apis,P38796,Ortholog not conserved
N_apis,P38797,Ortholog not conserved
N_apis,P38798,Ortholog not conserved
N_apis,P38803,Ortholog not conserved
N_apis,P38804,Ortholog not conserved
N_apis,P38811,Lost domain(s)
N_apis,P38812,Ortholog not conserved
N_apis,P38820,Lost domain(s)
N_apis,P38828,Ortholog not conserved
N_apis,P38829,Lost domain(s)
N_apis,P38836,Ortholog not conserved
N_apis,P38842,Conserved domain architecture
N_apis,P38843,Conserved domain architecture
N_apis,P38849,Ortholog not conserved
N_apis,P38850,Ortholog not conserved
N_apis,P38852,Ortholog not conserved
N_apis,P38860,Ortholog not conserved
N_apis,P38861,Conserved domain architecture
N_apis,P38862,Ortholog not conserved
N_apis,P38869,Ortholog not conserved
N_apis,P38873,Ortholog not conserved
N_apis,P38874,Ortholog not conserved
N_apis,P38875,Ortholog not conserved
N_apis,P38877,Ortholog not conserved
N_apis,P38878,Conserved domain architecture
N_apis,P38879,Lost domain(s)
N_apis,P38882,Ortholog not conserved
N_apis,P38886,Conserved domain architecture
N_apis,P38903,Ortholog not conserved
N_apis,P38910,Ortholog not conserved
N_apis,P38912,Conserved domain architecture
N_apis,P38934,Ortholog not conserved
N_apis,P38959,Ortholog not conserved
N_apis,P38961,Ortholog not conserved
N_apis,P38962,Ortholog not conserved
N_apis,P38968,Ortholog not conserved
N_apis,P38987,Ortholog not conserved
N_apis,P38994,Gained/swapped domain(s)
N_apis,P38996,Ortholog not conserved
N_apis,P39007,Ortholog not conserved
N_apis,P39008,Ortholog not conserved
N_apis,P39012,Ortholog not conserved
N_apis,P39079,Conserved domain architecture
N_apis,P39081,Ortholog not conserved
N_apis,P39111,Ortholog not conserved
N_apis,P39515,Ortholog not conserved
N_apis,P39525,Ortholog not conserved
N_apis,P39526,Ortholog not conserved
N_apis,P39682,Ortholog not conserved
N_apis,P39685,Ortholog not conserved
N_apis,P39706,Ortholog not conserved
N_apis,P39721,Ortholog not conserved
N_apis,P39722,Ortholog not conserved
N_apis,P39726,Ortholog not conserved
N_apis,P39727,Ortholog not conserved
N_apis,P39730,Ortholog not conserved
N_apis,P39731,Ortholog not conserved
N_apis,P39744,Ortholog not conserved
N_apis,P39904,Ortholog not conserved
N_apis,P39923,Ortholog not conserved
N_apis,P39929,Ortholog not conserved
N_apis,P39937,Ortholog not conserved
N_apis,P39954,Ortholog not conserved
N_apis,P39956,Ortholog not conserved
N_apis,P39968,Ortholog not conserved
N_apis,P39985,Ortholog not conserved
N_apis,P39994,Ortholog not conserved
N_apis,P39998,Ortholog not conserved
N_apis,P40005,Ortholog not conserved
N_apis,P40007,Ortholog not conserved
N_apis,P40008,Ortholog not conserved
N_apis,P40013,Ortholog not conserved
N_apis,P40015,Ortholog not conserved
N_apis,P40016,Lost domain(s)
N_apis,P40018,Ortholog not conserved
N_apis,P40019,Ortholog not conserved
N_apis,P40029,Ortholog not conserved
N_apis,P40031,Ortholog not conserved
N_apis,P40032,Ortholog not conserved
N_apis,P40033,Ortholog not conserved
N_apis,P40040,Lost domain(s)
N_apis,P40051,Ortholog not conserved
N_apis,P40055,Conserved domain architecture
N_apis,P40061,Ortholog not conserved
N_apis,P40078,Conserved domain architecture
N_apis,P40085,Ortholog not conserved
N_apis,P40086,Ortholog not conserved
N_apis,P40087,Ortholog not conserved
N_apis,P40093,Conserved domain architecture
N_apis,P40099,Ortholog not conserved
N_apis,P40151,Ortholog not conserved
N_apis,P40154,Ortholog not conserved
N_apis,P40157,Lost domain(s)
N_apis,P40160,Lost domain(s)
N_apis,P40164,Ortholog not conserved
N_apis,P40165,Ortholog not conserved
N_apis,P40206,Ortholog not conserved
N_apis,P40208,Conserved domain architecture
N_apis,P40210,Ortholog not conserved
N_apis,P40217,Lost domain(s)
N_apis,P40302,Lost domain(s)
N_apis,P40317,Ortholog not conserved
N_apis,P40318,Ortholog not conserved
N_apis,P40335,Ortholog not conserved
N_apis,P40343,Ortholog not conserved
N_apis,P40344,Ortholog not conserved
N_apis,P40347,Ortholog not conserved
N_apis,P40350,Ortholog not conserved
N_apis,P40351,Ortholog not conserved
N_apis,P40359,Conserved domain architecture
N_apis,P40362,Ortholog not conserved
N_apis,P40422,Ortholog not conserved
N_apis,P40459,Ortholog not conserved
N_apis,P40460,Ortholog not conserved
N_apis,P40468,Ortholog not conserved
N_apis,P40469,Ortholog not conserved
N_apis,P40477,Ortholog not conserved
N_apis,P40481,Ortholog not conserved
N_apis,P40486,Ortholog not conserved
N_apis,P40492,Lost domain(s)
N_apis,P40493,Ortholog not conserved
N_apis,P40496,Ortholog not conserved
N_apis,P40498,Ortholog not conserved
N_apis,P40506,Ortholog not conserved
N_apis,P40509,Ortholog not conserved
N_apis,P40513,Ortholog not conserved
N_apis,P40515,Ortholog not conserved
N_apis,P40516,Ortholog not conserved
N_apis,P40517,Ortholog not conserved
N_apis,P40530,Ortholog not conserved
N_apis,P40531,Ortholog not conserved
N_apis,P40541,Ortholog not conserved
N_apis,P40544,Ortholog not conserved
N_apis,P40547,Conserved domain architecture
N_apis,P40554,Ortholog not conserved
N_apis,P40555,Ortholog not conserved
N_apis,P40562,Ortholog not conserved
N_apis,P40565,Ortholog not conserved
N_apis,P40566,Ortholog not conserved
N_apis,P40571,Ortholog not conserved
N_apis,P40825,Ortholog not conserved
N_apis,P40850,Ortholog not conserved
N_apis,P40857,Ortholog not conserved
N_apis,P40858,Ortholog not conserved
N_apis,P40957,Conserved domain architecture
N_apis,P40958,Ortholog not conserved
N_apis,P40959,Ortholog not conserved
N_apis,P40960,Ortholog not conserved
N_apis,P40962,Ortholog not conserved
N_apis,P40987,Ortholog not conserved
N_apis,P40988,Ortholog not conserved
N_apis,P40992,Ortholog not conserved
N_apis,P41318,Ortholog not conserved
N_apis,P41543,Ortholog not conserved
N_apis,P41544,Ortholog not conserved
N_apis,P41697,Ortholog not conserved
N_apis,P41733,Ortholog not conserved
N_apis,P41734,Ortholog not conserved
N_apis,P41735,Ortholog not conserved
N_apis,P41800,Ortholog not conserved
N_apis,P41805,Conserved domain architecture
N_apis,P41806,Ortholog not conserved
N_apis,P41807,Lost domain(s)
N_apis,P41810,Lost domain(s)
N_apis,P41812,Conserved domain architecture
N_apis,P41814,Ortholog not conserved
N_apis,P41819,Conserved domain architecture
N_apis,P41833,Ortholog not conserved
N_apis,P41834,Ortholog not conserved
N_apis,P41895,Lost domain(s)
N_apis,P41896,Conserved domain architecture
N_apis,P41903,Ortholog not conserved
N_apis,P41910,Conserved domain architecture
N_apis,P41940,Ortholog not conserved
N_apis,P42839,Ortholog not conserved
N_apis,P42842,Conserved domain architecture
N_apis,P42844,Ortholog not conserved
N_apis,P42846,Ortholog not conserved
N_apis,P42847,Ortholog not conserved
N_apis,P42935,Ortholog not conserved
N_apis,P42938,Ortholog not conserved
N_apis,P42940,Ortholog not conserved
N_apis,P42941,Ortholog not conserved
N_apis,P42942,Ortholog not conserved
N_apis,P42945,Ortholog not conserved
N_apis,P42948,Ortholog not conserved
N_apis,P42951,Ortholog not conserved
N_apis,P43123,Ortholog not conserved
N_apis,P43124,Ortholog not conserved
N_apis,P43132,Ortholog not conserved
N_apis,P43557,Ortholog not conserved
N_apis,P43558,Ortholog not conserved
N_apis,P43564,Ortholog not conserved
N_apis,P43568,Conserved domain architecture
N_apis,P43571,Ortholog not conserved
N_apis,P43572,Ortholog not conserved
N_apis,P43577,Conserved domain architecture
N_apis,P43583,Ortholog not conserved
N_apis,P43587,Conserved domain architecture
N_apis,P43589,Ortholog not conserved
N_apis,P43594,Ortholog not conserved
N_apis,P43599,Ortholog not conserved
N_apis,P43605,Ortholog not conserved
N_apis,P43607,Lost domain(s)
N_apis,P43619,Ortholog not conserved
N_apis,P43621,Ortholog not conserved
N_apis,P43636,Ortholog not conserved
N_apis,P45976,Conserved domain architecture
N_apis,P45978,Ortholog not conserved
N_apis,P46669,Ortholog not conserved
N_apis,P46672,Conserved domain architecture
N_apis,P46674,Lost domain(s)
N_apis,P46675,Ortholog not conserved
N_apis,P46677,Ortholog not conserved
N_apis,P46678,Conserved domain architecture
N_apis,P46680,Ortholog not conserved
N_apis,P46943,Ortholog not conserved
N_apis,P46944,Ortholog not conserved
N_apis,P46945,Ortholog not conserved
N_apis,P46947,Ortholog not conserved
N_apis,P46957,Ortholog not conserved
N_apis,P46959,Ortholog not conserved
N_apis,P46961,Ortholog not conserved
N_apis,P46964,Ortholog not conserved
N_apis,P46965,Ortholog not conserved
N_apis,P46969,Conserved domain architecture
N_apis,P46988,Ortholog not conserved
N_apis,P47026,Ortholog not conserved
N_apis,P47039,Ortholog not conserved
N_apis,P47040,Ortholog not conserved
N_apis,P47044,Ortholog not conserved
N_apis,P47045,Ortholog not conserved
N_apis,P47048,Ortholog not conserved
N_apis,P47051,Ortholog not conserved
N_apis,P47054,Ortholog not conserved
N_apis,P47061,Ortholog not conserved
N_apis,P47076,Conserved domain architecture
N_apis,P47077,Ortholog not conserved
N_apis,P47083,Conserved domain architecture
N_apis,P47085,Ortholog not conserved
N_apis,P47088,Ortholog not conserved
N_apis,P47089,Ortholog not conserved
N_apis,P47096,Ortholog not conserved
N_apis,P47104,Ortholog not conserved
N_apis,P47111,Ortholog not conserved
N_apis,P47117,Ortholog not conserved
N_apis,P47119,Ortholog not conserved
N_apis,P47120,Conserved domain architecture
N_apis,P47122,Ortholog not conserved
N_apis,P47123,Ortholog not conserved
N_apis,P47125,Ortholog not conserved
N_apis,P47128,Ortholog not conserved
N_apis,P47131,Ortholog not conserved
N_apis,P47133,Ortholog not conserved
N_apis,P47134,Ortholog not conserved
N_apis,P47140,Ortholog not conserved
N_apis,P47142,Ortholog not conserved
N_apis,P47143,Ortholog not conserved
N_apis,P47145,Ortholog not conserved
N_apis,P47147,Ortholog not conserved
N_apis,P47150,Ortholog not conserved
N_apis,P47154,Ortholog not conserved
N_apis,P47158,Ortholog not conserved
N_apis,P47166,Ortholog not conserved
N_apis,P47170,Ortholog not conserved
N_apis,P47173,Ortholog not conserved
N_apis,P47818,Ortholog not conserved
N_apis,P48015,Ortholog not conserved
N_apis,P48231,Ortholog not conserved
N_apis,P48234,Lost domain(s)
N_apis,P48237,Ortholog not conserved
N_apis,P48360,Conserved domain architecture
N_apis,P48362,Ortholog not conserved
N_apis,P48363,Ortholog not conserved
N_apis,P48415,Ortholog not conserved
N_apis,P48445,Ortholog not conserved
N_apis,P48525,Ortholog not conserved
N_apis,P48527,Ortholog not conserved
N_apis,P48563,Ortholog not conserved
N_apis,P48567,Ortholog not conserved
N_apis,P48581,Ortholog not conserved
N_apis,P48589,Conserved domain architecture
N_apis,P48606,Ortholog not conserved
N_apis,P48743,Ortholog not conserved
N_apis,P48836,Ortholog not conserved
N_apis,P48837,Ortholog not conserved
N_apis,P49017,Ortholog not conserved
N_apis,P49018,Ortholog not conserved
N_apis,P49095,Ortholog not conserved
N_apis,P49167,Ortholog not conserved
N_apis,P49334,Ortholog not conserved
N_apis,P49686,Conserved domain architecture
N_apis,P49775,Conserved domain architecture
N_apis,P49955,Ortholog not conserved
N_apis,P49956,Ortholog not conserved
N_apis,P49957,Conserved domain architecture
N_apis,P50076,Ortholog not conserved
N_apis,P50077,Ortholog not conserved
N_apis,P50113,Ortholog not conserved
N_apis,P50264,Ortholog not conserved
N_apis,P50874,Ortholog not conserved
N_apis,P50875,Ortholog not conserved
N_apis,P51534,Ortholog not conserved
N_apis,P51601,Ortholog not conserved
N_apis,P51998,Ortholog not conserved
N_apis,P52286,Lost domain(s)
N_apis,P52553,Ortholog not conserved
N_apis,P52891,Ortholog not conserved
N_apis,P52918,Ortholog not conserved
N_apis,P52923,Ortholog not conserved
N_apis,P53008,Ortholog not conserved
N_apis,P53010,Ortholog not conserved
N_apis,P53038,Ortholog not conserved
N_apis,P53039,Ortholog not conserved
N_apis,P53040,Ortholog not conserved
N_apis,P53044,Ortholog not conserved
N_apis,P53061,Ortholog not conserved
N_apis,P53063,Ortholog not conserved
N_apis,P53064,Ortholog not conserved
N_apis,P53065,Ortholog not conserved
N_apis,P53068,Ortholog not conserved
N_apis,P53070,Ortholog not conserved
N_apis,P53072,Ortholog not conserved
N_apis,P53073,Ortholog not conserved
N_apis,P53081,Conserved domain architecture
N_apis,P53083,Ortholog not conserved
N_apis,P53088,Lost domain(s)
N_apis,P53093,Ortholog not conserved
N_apis,P53102,Ortholog not conserved
N_apis,P53108,Ortholog not conserved
N_apis,P53112,Ortholog not conserved
N_apis,P53136,Ortholog not conserved
N_apis,P53137,Ortholog not conserved
N_apis,P53145,Conserved domain architecture
N_apis,P53146,Ortholog not conserved
N_apis,P53148,Ortholog not conserved
N_apis,P53152,Ortholog not conserved
N_apis,P53153,Conserved domain architecture
N_apis,P53157,Ortholog not conserved
N_apis,P53163,Ortholog not conserved
N_apis,P53165,Ortholog not conserved
N_apis,P53177,Ortholog not conserved
N_apis,P53178,Ortholog not conserved
N_apis,P53179,Ortholog not conserved
N_apis,P53187,Ortholog not conserved
N_apis,P53192,Ortholog not conserved
N_apis,P53193,Lost domain(s)
N_apis,P53201,Ortholog not conserved
N_apis,P53215,Ortholog not conserved
N_apis,P53217,Ortholog not conserved
N_apis,P53223,Ortholog not conserved
